Actual_dt,Actual_Value,ORA
2018-04-10,264,Wiltshire
2018-04-10,2120,Trust
2018-04-10,487,Devon
2018-04-11,220,Cornwall
2018-04-11,523,Devon
2018-04-11,267,Wiltshire
2018-04-11,342,Dorset
2018-04-11,469,BNSSG
2018-04-11,188,Somerset
2018-04-11,2123,Trust
2018-04-11,112,Gloucestershire
2018-04-12,215,Cornwall
2018-04-12,125,Gloucestershire
2018-04-12,298,Dorset
2018-04-12,204,Somerset
2018-04-12,439,BNSSG
2018-04-12,2086,Trust
2018-04-12,288,Wiltshire
2018-04-12,515,Devon
2018-04-13,192,Somerset
2018-04-13,141,Gloucestershire
2018-04-13,2167,Trust
2018-04-13,237,Cornwall
2018-04-13,292,Wiltshire
2018-04-13,499,BNSSG
2018-04-13,313,Dorset
2018-04-13,490,Devon
2018-04-14,255,Cornwall
2018-04-14,214,Somerset
2018-04-14,305,Wiltshire
2018-04-14,341,Dorset
2018-04-14,150,Gloucestershire
2018-04-14,508,Devon
2018-04-14,543,BNSSG
2018-04-14,2320,Trust
2018-04-15,138,Gloucestershire
2018-04-15,197,Somerset
2018-04-15,250,Cornwall
2018-04-15,517,BNSSG
2018-04-15,312,Wiltshire
2018-04-15,525,Devon
2018-04-15,346,Dorset
2018-04-15,2289,Trust
2018-04-16,141,Gloucestershire
2018-04-16,197,Somerset
2018-04-16,480,Devon
2018-04-16,315,Dorset
2018-04-16,295,Wiltshire
2018-04-16,2156,Trust
2018-04-16,484,BNSSG
2018-04-16,242,Cornwall
2018-04-17,116,Gloucestershire
2018-04-17,504,Devon
2018-04-17,293,Wiltshire
2018-04-17,2044,Trust
2018-04-17,459,BNSSG
2018-04-17,276,Dorset
2018-04-17,179,Somerset
2018-04-17,212,Cornwall
2018-04-18,143,Gloucestershire
2018-04-18,162,Somerset
2018-04-18,325,Dorset
2018-04-18,2118,Trust
2018-04-18,285,Wiltshire
2018-04-18,224,Cornwall
2018-04-18,468,BNSSG
2018-04-18,508,Devon
2018-04-19,240,Cornwall
2018-04-19,2265,Trust
2018-04-19,319,Wiltshire
2018-04-19,490,BNSSG
2018-04-19,132,Gloucestershire
2018-04-19,312,Dorset
2018-04-19,553,Devon
2018-04-19,217,Somerset
2018-04-20,226,Cornwall
2018-04-20,165,Gloucestershire
2018-04-20,504,Devon
2018-04-20,334,Dorset
2018-04-20,2215,Trust
2018-04-20,506,BNSSG
2018-04-20,186,Somerset
2018-04-20,290,Wiltshire
2018-04-21,351,Dorset
2018-04-21,513,BNSSG
2018-04-21,225,Somerset
2018-04-21,301,Wiltshire
2018-04-21,163,Gloucestershire
2018-04-21,264,Cornwall
2018-04-21,2361,Trust
2018-04-21,538,Devon
2018-04-22,502,BNSSG
2018-04-22,333,Dorset
2018-04-22,173,Somerset
2018-04-22,2141,Trust
2018-04-22,135,Gloucestershire
2018-04-22,483,Devon
2018-04-22,222,Cornwall
2018-04-22,289,Wiltshire
2018-04-23,481,Devon
2018-04-23,456,BNSSG
2018-04-23,2056,Trust
2018-04-23,273,Wiltshire
2018-04-23,309,Dorset
2018-04-23,204,Cornwall
2018-04-23,123,Gloucestershire
2018-04-23,209,Somerset
2018-04-24,175,Somerset
2018-04-24,440,BNSSG
2018-04-24,2045,Trust
2018-04-24,215,Cornwall
2018-04-24,130,Gloucestershire
2018-04-24,511,Devon
2018-04-24,281,Wiltshire
2018-04-24,291,Dorset
2018-04-25,511,Devon
2018-04-25,2109,Trust
2018-04-25,204,Somerset
2018-04-25,124,Gloucestershire
2018-04-25,291,Dorset
2018-04-25,307,Wiltshire
2018-04-25,433,BNSSG
2018-04-25,233,Cornwall
2018-04-26,144,Gloucestershire
2018-04-26,194,Somerset
2018-04-26,276,Wiltshire
2018-04-26,473,Devon
2018-04-26,244,Cornwall
2018-04-26,300,Dorset
2018-04-26,488,BNSSG
2018-04-26,2121,Trust
2018-04-27,115,Gloucestershire
2018-04-27,464,BNSSG
2018-04-27,266,Wiltshire
2018-04-27,197,Somerset
2018-04-27,2096,Trust
2018-04-27,219,Cornwall
2018-04-27,492,Devon
2018-04-27,341,Dorset
2018-04-28,142,Gloucestershire
2018-04-28,209,Somerset
2018-04-28,280,Wiltshire
2018-04-28,331,Dorset
2018-04-28,542,Devon
2018-04-28,481,BNSSG
2018-04-28,257,Cornwall
2018-04-28,2245,Trust
2018-04-29,249,Cornwall
2018-04-29,476,BNSSG
2018-04-29,305,Wiltshire
2018-04-29,150,Gloucestershire
2018-04-29,175,Somerset
2018-04-29,297,Dorset
2018-04-29,2158,Trust
2018-04-29,501,Devon
2018-04-30,227,Cornwall
2018-04-30,193,Somerset
2018-04-30,534,Devon
2018-04-30,474,BNSSG
2018-04-30,289,Wiltshire
2018-04-30,142,Gloucestershire
2018-04-30,2156,Trust
2018-04-30,295,Dorset
2018-05-01,187,Somerset
2018-05-01,460,BNSSG
2018-05-01,2142,Trust
2018-05-01,511,Devon
2018-05-01,243,Cornwall
2018-05-01,298,Wiltshire
2018-05-01,316,Dorset
2018-05-01,127,Gloucestershire
2018-05-02,541,Devon
2018-05-02,298,Dorset
2018-05-02,264,Wiltshire
2018-05-02,194,Somerset
2018-05-02,2082,Trust
2018-05-02,220,Cornwall
2018-05-02,432,BNSSG
2018-05-02,132,Gloucestershire
2018-05-03,221,Cornwall
2018-05-03,512,Devon
2018-05-03,323,Dorset
2018-05-03,455,BNSSG
2018-05-03,191,Somerset
2018-05-03,138,Gloucestershire
2018-05-03,283,Wiltshire
2018-05-03,2129,Trust
2018-05-04,313,Dorset
2018-05-04,150,Gloucestershire
2018-05-04,248,Cornwall
2018-05-04,490,Devon
2018-05-04,315,Wiltshire
2018-05-04,191,Somerset
2018-05-04,2200,Trust
2018-05-04,490,BNSSG
2018-05-05,550,BNSSG
2018-05-05,2450,Trust
2018-05-05,168,Gloucestershire
2018-05-05,205,Somerset
2018-05-05,346,Wiltshire
2018-05-05,245,Cornwall
2018-05-05,352,Dorset
2018-05-05,581,Devon
2018-05-06,547,BNSSG
2018-05-06,342,Wiltshire
2018-05-06,224,Somerset
2018-05-06,167,Gloucestershire
2018-05-06,532,Devon
2018-05-06,359,Dorset
2018-05-06,266,Cornwall
2018-05-06,2443,Trust
2018-05-07,2461,Trust
2018-05-07,371,Dorset
2018-05-07,136,Gloucestershire
2018-05-07,349,Wiltshire
2018-05-07,259,Cornwall
2018-05-07,205,Somerset
2018-05-07,579,Devon
2018-05-07,558,BNSSG
2018-05-08,2231,Trust
2018-05-08,528,Devon
2018-05-08,506,BNSSG
2018-05-08,312,Wiltshire
2018-05-08,139,Gloucestershire
2018-05-08,191,Somerset
2018-05-08,329,Dorset
2018-05-08,225,Cornwall
2018-05-09,193,Somerset
2018-05-09,436,BNSSG
2018-05-09,306,Wiltshire
2018-05-09,132,Gloucestershire
2018-05-09,238,Cornwall
2018-05-09,2104,Trust
2018-05-09,324,Dorset
2018-05-09,472,Devon
2018-05-10,293,Wiltshire
2018-05-10,306,Dorset
2018-05-10,481,BNSSG
2018-05-10,125,Gloucestershire
2018-05-10,2088,Trust
2018-05-10,231,Cornwall
2018-05-10,154,Somerset
2018-05-10,495,Devon
2018-05-11,295,Wiltshire
2018-05-11,132,Gloucestershire
2018-05-11,208,Somerset
2018-05-11,514,Devon
2018-05-11,201,Cornwall
2018-05-11,292,Dorset
2018-05-11,482,BNSSG
2018-05-11,2128,Trust
2018-05-12,241,Cornwall
2018-05-12,150,Gloucestershire
2018-05-12,315,Dorset
2018-05-12,188,Somerset
2018-05-12,516,Devon
2018-05-12,485,BNSSG
2018-05-12,307,Wiltshire
2018-05-12,2208,Trust
2018-05-13,329,Dorset
2018-05-13,480,BNSSG
2018-05-13,211,Somerset
2018-05-13,290,Wiltshire
2018-05-13,2256,Trust
2018-05-13,552,Devon
2018-05-13,235,Cornwall
2018-05-13,152,Gloucestershire
2018-05-14,487,BNSSG
2018-05-14,137,Gloucestershire
2018-05-14,263,Cornwall
2018-05-14,551,Devon
2018-05-14,213,Somerset
2018-05-14,302,Wiltshire
2018-05-14,324,Dorset
2018-05-14,2280,Trust
2018-05-15,486,BNSSG
2018-05-15,232,Cornwall
2018-05-15,2195,Trust
2018-05-15,312,Dorset
2018-05-15,310,Wiltshire
2018-05-15,512,Devon
2018-05-15,173,Somerset
2018-05-15,170,Gloucestershire
2018-05-16,181,Somerset
2018-05-16,496,Devon
2018-05-16,2102,Trust
2018-05-16,138,Gloucestershire
2018-05-16,468,BNSSG
2018-05-16,293,Dorset
2018-05-16,301,Wiltshire
2018-05-16,221,Cornwall
2018-05-17,284,Wiltshire
2018-05-17,229,Cornwall
2018-05-17,529,Devon
2018-05-17,2145,Trust
2018-05-17,186,Somerset
2018-05-17,295,Dorset
2018-05-17,474,BNSSG
2018-05-17,143,Gloucestershire
2018-05-18,237,Cornwall
2018-05-18,303,Wiltshire
2018-05-18,336,Dorset
2018-05-18,498,Devon
2018-05-18,173,Somerset
2018-05-18,151,Gloucestershire
2018-05-18,491,BNSSG
2018-05-18,2189,Trust
2018-05-19,309,Wiltshire
2018-05-19,313,Dorset
2018-05-19,525,BNSSG
2018-05-19,199,Somerset
2018-05-19,2291,Trust
2018-05-19,520,Devon
2018-05-19,172,Gloucestershire
2018-05-19,252,Cornwall
2018-05-20,336,Dorset
2018-05-20,500,BNSSG
2018-05-20,147,Gloucestershire
2018-05-20,2241,Trust
2018-05-20,250,Cornwall
2018-05-20,297,Wiltshire
2018-05-20,503,Devon
2018-05-20,201,Somerset
2018-05-21,290,Wiltshire
2018-05-21,2273,Trust
2018-05-21,338,Dorset
2018-05-21,144,Gloucestershire
2018-05-21,494,BNSSG
2018-05-21,548,Devon
2018-05-21,205,Somerset
2018-05-21,250,Cornwall
2018-05-22,516,Devon
2018-05-22,143,Gloucestershire
2018-05-22,233,Cornwall
2018-05-22,2201,Trust
2018-05-22,302,Dorset
2018-05-22,305,Wiltshire
2018-05-22,499,BNSSG
2018-05-22,202,Somerset
2018-05-23,560,Devon
2018-05-23,2236,Trust
2018-05-23,287,Wiltshire
2018-05-23,329,Dorset
2018-05-23,234,Cornwall
2018-05-23,146,Gloucestershire
2018-05-23,173,Somerset
2018-05-23,499,BNSSG
2018-05-24,470,BNSSG
2018-05-24,526,Devon
2018-05-24,129,Gloucestershire
2018-05-24,2162,Trust
2018-05-24,295,Dorset
2018-05-24,321,Wiltshire
2018-05-24,201,Somerset
2018-05-24,219,Cornwall
2018-05-25,510,BNSSG
2018-05-25,323,Dorset
2018-05-25,540,Devon
2018-05-25,251,Cornwall
2018-05-25,140,Gloucestershire
2018-05-25,2278,Trust
2018-05-25,189,Somerset
2018-05-25,320,Wiltshire
2018-05-26,550,BNSSG
2018-05-26,2372,Trust
2018-05-26,253,Cornwall
2018-05-26,212,Somerset
2018-05-26,543,Devon
2018-05-26,161,Gloucestershire
2018-05-26,321,Wiltshire
2018-05-26,329,Dorset
2018-05-27,151,Gloucestershire
2018-05-27,197,Somerset
2018-05-27,250,Cornwall
2018-05-27,2428,Trust
2018-05-27,348,Wiltshire
2018-05-27,374,Dorset
2018-05-27,598,Devon
2018-05-27,504,BNSSG
2018-05-28,497,BNSSG
2018-05-28,248,Cornwall
2018-05-28,546,Devon
2018-05-28,353,Dorset
2018-05-28,318,Wiltshire
2018-05-28,2340,Trust
2018-05-28,220,Somerset
2018-05-28,157,Gloucestershire
2018-05-29,297,Dorset
2018-05-29,2235,Trust
2018-05-29,494,BNSSG
2018-05-29,537,Devon
2018-05-29,145,Gloucestershire
2018-05-29,258,Cornwall
2018-05-29,191,Somerset
2018-05-29,311,Wiltshire
2018-05-30,281,Wiltshire
2018-05-30,194,Somerset
2018-05-30,247,Cornwall
2018-05-30,472,Devon
2018-05-30,156,Gloucestershire
2018-05-30,327,Dorset
2018-05-30,2105,Trust
2018-05-30,428,BNSSG
2018-05-31,2207,Trust
2018-05-31,227,Cornwall
2018-05-31,137,Gloucestershire
2018-05-31,307,Wiltshire
2018-05-31,482,Devon
2018-05-31,208,Somerset
2018-05-31,515,BNSSG
2018-05-31,327,Dorset
2018-06-01,140,Gloucestershire
2018-06-01,228,Cornwall
2018-06-01,302,Wiltshire
2018-06-01,211,Somerset
2018-06-01,484,BNSSG
2018-06-01,2150,Trust
2018-06-01,296,Dorset
2018-06-01,484,Devon
2018-06-02,237,Cornwall
2018-06-02,353,Wiltshire
2018-06-02,566,Devon
2018-06-02,159,Gloucestershire
2018-06-02,318,Dorset
2018-06-02,253,Somerset
2018-06-02,2418,Trust
2018-06-02,530,BNSSG
2018-06-03,556,Devon
2018-06-03,227,Somerset
2018-06-03,331,Dorset
2018-06-03,2390,Trust
2018-06-03,246,Cornwall
2018-06-03,540,BNSSG
2018-06-03,158,Gloucestershire
2018-06-03,329,Wiltshire
2018-06-04,227,Somerset
2018-06-04,137,Gloucestershire
2018-06-04,499,BNSSG
2018-06-04,313,Dorset
2018-06-04,321,Wiltshire
2018-06-04,2278,Trust
2018-06-04,248,Cornwall
2018-06-04,531,Devon
2018-06-05,326,Dorset
2018-06-05,323,Wiltshire
2018-06-05,176,Somerset
2018-06-05,151,Gloucestershire
2018-06-05,480,Devon
2018-06-05,194,Cornwall
2018-06-05,2164,Trust
2018-06-05,511,BNSSG
2018-06-06,2181,Trust
2018-06-06,235,Cornwall
2018-06-06,192,Somerset
2018-06-06,306,Dorset
2018-06-06,515,Devon
2018-06-06,323,Wiltshire
2018-06-06,130,Gloucestershire
2018-06-06,477,BNSSG
2018-06-07,206,Somerset
2018-06-07,242,Cornwall
2018-06-07,497,BNSSG
2018-06-07,2193,Trust
2018-06-07,498,Devon
2018-06-07,291,Wiltshire
2018-06-07,151,Gloucestershire
2018-06-07,307,Dorset
2018-06-08,324,Dorset
2018-06-08,497,Devon
2018-06-08,143,Gloucestershire
2018-06-08,2135,Trust
2018-06-08,454,BNSSG
2018-06-08,186,Somerset
2018-06-08,239,Cornwall
2018-06-08,286,Wiltshire
2018-06-09,343,Dorset
2018-06-09,566,Devon
2018-06-09,160,Gloucestershire
2018-06-09,191,Somerset
2018-06-09,257,Cornwall
2018-06-09,514,BNSSG
2018-06-09,2356,Trust
2018-06-09,323,Wiltshire
2018-06-10,561,Devon
2018-06-10,264,Cornwall
2018-06-10,174,Somerset
2018-06-10,2355,Trust
2018-06-10,508,BNSSG
2018-06-10,342,Dorset
2018-06-10,150,Gloucestershire
2018-06-10,355,Wiltshire
2018-06-11,2329,Trust
2018-06-11,277,Cornwall
2018-06-11,486,BNSSG
2018-06-11,316,Wiltshire
2018-06-11,217,Somerset
2018-06-11,553,Devon
2018-06-11,319,Dorset
2018-06-11,159,Gloucestershire
2018-06-12,506,Devon
2018-06-12,268,Wiltshire
2018-06-12,204,Somerset
2018-06-12,136,Gloucestershire
2018-06-12,2135,Trust
2018-06-12,259,Cornwall
2018-06-12,457,BNSSG
2018-06-12,303,Dorset
2018-06-13,296,Wiltshire
2018-06-13,128,Gloucestershire
2018-06-13,245,Cornwall
2018-06-13,211,Somerset
2018-06-13,2157,Trust
2018-06-13,322,Dorset
2018-06-13,489,Devon
2018-06-13,462,BNSSG
2018-06-14,498,BNSSG
2018-06-14,330,Dorset
2018-06-14,187,Somerset
2018-06-14,2192,Trust
2018-06-14,244,Cornwall
2018-06-14,294,Wiltshire
2018-06-14,122,Gloucestershire
2018-06-14,513,Devon
2018-06-15,136,Gloucestershire
2018-06-15,291,Dorset
2018-06-15,215,Cornwall
2018-06-15,481,Devon
2018-06-15,297,Wiltshire
2018-06-15,2091,Trust
2018-06-15,188,Somerset
2018-06-15,480,BNSSG
2018-06-16,2249,Trust
2018-06-16,261,Cornwall
2018-06-16,316,Dorset
2018-06-16,202,Somerset
2018-06-16,482,BNSSG
2018-06-16,326,Wiltshire
2018-06-16,500,Devon
2018-06-16,160,Gloucestershire
2018-06-17,331,Dorset
2018-06-17,510,Devon
2018-06-17,242,Cornwall
2018-06-17,198,Somerset
2018-06-17,144,Gloucestershire
2018-06-17,498,BNSSG
2018-06-17,333,Wiltshire
2018-06-17,2258,Trust
2018-06-18,185,Somerset
2018-06-18,231,Cornwall
2018-06-18,520,Devon
2018-06-18,2205,Trust
2018-06-18,486,BNSSG
2018-06-18,145,Gloucestershire
2018-06-18,314,Dorset
2018-06-18,322,Wiltshire
2018-06-19,148,Gloucestershire
2018-06-19,2143,Trust
2018-06-19,465,BNSSG
2018-06-19,508,Devon
2018-06-19,311,Dorset
2018-06-19,211,Cornwall
2018-06-19,294,Wiltshire
2018-06-19,203,Somerset
2018-06-20,154,Gloucestershire
2018-06-20,326,Dorset
2018-06-20,2169,Trust
2018-06-20,312,Wiltshire
2018-06-20,493,BNSSG
2018-06-20,214,Cornwall
2018-06-20,196,Somerset
2018-06-20,474,Devon
2018-06-21,472,BNSSG
2018-06-21,302,Dorset
2018-06-21,140,Gloucestershire
2018-06-21,186,Somerset
2018-06-21,524,Devon
2018-06-21,312,Wiltshire
2018-06-21,217,Cornwall
2018-06-21,2156,Trust
2018-06-22,203,Somerset
2018-06-22,234,Cornwall
2018-06-22,308,Wiltshire
2018-06-22,2180,Trust
2018-06-22,160,Gloucestershire
2018-06-22,308,Dorset
2018-06-22,462,BNSSG
2018-06-22,500,Devon
2018-06-23,538,Devon
2018-06-23,2377,Trust
2018-06-23,149,Gloucestershire
2018-06-23,332,Wiltshire
2018-06-23,273,Cornwall
2018-06-23,514,BNSSG
2018-06-23,212,Somerset
2018-06-23,357,Dorset
2018-06-24,550,Devon
2018-06-24,2361,Trust
2018-06-24,335,Dorset
2018-06-24,483,BNSSG
2018-06-24,276,Cornwall
2018-06-24,350,Wiltshire
2018-06-24,216,Somerset
2018-06-24,150,Gloucestershire
2018-06-25,335,Wiltshire
2018-06-25,161,Gloucestershire
2018-06-25,196,Somerset
2018-06-25,538,Devon
2018-06-25,318,Dorset
2018-06-25,550,BNSSG
2018-06-25,251,Cornwall
2018-06-25,2354,Trust
2018-06-26,240,Cornwall
2018-06-26,299,Wiltshire
2018-06-26,506,BNSSG
2018-06-26,143,Gloucestershire
2018-06-26,2278,Trust
2018-06-26,549,Devon
2018-06-26,327,Dorset
2018-06-26,209,Somerset
2018-06-27,140,Gloucestershire
2018-06-27,521,Devon
2018-06-27,272,Wiltshire
2018-06-27,321,Dorset
2018-06-27,2215,Trust
2018-06-27,173,Somerset
2018-06-27,532,BNSSG
2018-06-27,252,Cornwall
2018-06-28,498,BNSSG
2018-06-28,327,Dorset
2018-06-28,182,Somerset
2018-06-28,537,Devon
2018-06-28,244,Cornwall
2018-06-28,2266,Trust
2018-06-28,309,Wiltshire
2018-06-28,159,Gloucestershire
2018-06-29,195,Somerset
2018-06-29,2354,Trust
2018-06-29,338,Dorset
2018-06-29,261,Cornwall
2018-06-29,542,Devon
2018-06-29,165,Gloucestershire
2018-06-29,538,BNSSG
2018-06-29,311,Wiltshire
2018-06-30,531,BNSSG
2018-06-30,190,Somerset
2018-06-30,562,Devon
2018-06-30,271,Cornwall
2018-06-30,2422,Trust
2018-06-30,330,Wiltshire
2018-06-30,382,Dorset
2018-06-30,148,Gloucestershire
2018-07-01,215,Somerset
2018-07-01,339,Wiltshire
2018-07-01,2454,Trust
2018-07-01,534,BNSSG
2018-07-01,266,Cornwall
2018-07-01,340,Dorset
2018-07-01,161,Gloucestershire
2018-07-01,593,Devon
2018-07-02,217,Somerset
2018-07-02,2335,Trust
2018-07-02,343,Dorset
2018-07-02,503,BNSSG
2018-07-02,291,Wiltshire
2018-07-02,164,Gloucestershire
2018-07-02,562,Devon
2018-07-02,254,Cornwall
2018-07-03,512,BNSSG
2018-07-03,291,Dorset
2018-07-03,292,Wiltshire
2018-07-03,142,Gloucestershire
2018-07-03,520,Devon
2018-07-03,237,Cornwall
2018-07-03,183,Somerset
2018-07-03,2178,Trust
2018-07-04,298,Dorset
2018-07-04,527,Devon
2018-07-04,235,Cornwall
2018-07-04,2232,Trust
2018-07-04,308,Wiltshire
2018-07-04,184,Somerset
2018-07-04,512,BNSSG
2018-07-04,164,Gloucestershire
2018-07-05,324,Wiltshire
2018-07-05,2332,Trust
2018-07-05,237,Cornwall
2018-07-05,224,Somerset
2018-07-05,145,Gloucestershire
2018-07-05,330,Dorset
2018-07-05,507,BNSSG
2018-07-05,563,Devon
2018-07-06,2248,Trust
2018-07-06,510,BNSSG
2018-07-06,515,Devon
2018-07-06,298,Wiltshire
2018-07-06,308,Dorset
2018-07-06,212,Somerset
2018-07-06,255,Cornwall
2018-07-06,149,Gloucestershire
2018-07-07,206,Somerset
2018-07-07,169,Gloucestershire
2018-07-07,333,Wiltshire
2018-07-07,645,BNSSG
2018-07-07,347,Dorset
2018-07-07,267,Cornwall
2018-07-07,2553,Trust
2018-07-07,585,Devon
2018-07-08,154,Gloucestershire
2018-07-08,351,Wiltshire
2018-07-08,548,Devon
2018-07-08,562,BNSSG
2018-07-08,194,Somerset
2018-07-08,2443,Trust
2018-07-08,359,Dorset
2018-07-08,270,Cornwall
2018-07-09,344,Dorset
2018-07-09,2360,Trust
2018-07-09,176,Gloucestershire
2018-07-09,521,Devon
2018-07-09,519,BNSSG
2018-07-09,338,Wiltshire
2018-07-09,203,Somerset
2018-07-09,257,Cornwall
2018-07-10,214,Cornwall
2018-07-10,475,BNSSG
2018-07-10,2149,Trust
2018-07-10,287,Wiltshire
2018-07-10,308,Dorset
2018-07-10,184,Somerset
2018-07-10,163,Gloucestershire
2018-07-10,512,Devon
2018-07-11,147,Gloucestershire
2018-07-11,195,Somerset
2018-07-11,543,Devon
2018-07-11,307,Wiltshire
2018-07-11,271,Dorset
2018-07-11,218,Cornwall
2018-07-11,489,BNSSG
2018-07-11,2171,Trust
2018-07-12,225,Somerset
2018-07-12,345,Dorset
2018-07-12,547,Devon
2018-07-12,2409,Trust
2018-07-12,239,Cornwall
2018-07-12,343,Wiltshire
2018-07-12,165,Gloucestershire
2018-07-12,539,BNSSG
2018-07-13,315,Wiltshire
2018-07-13,156,Gloucestershire
2018-07-13,200,Somerset
2018-07-13,502,BNSSG
2018-07-13,523,Devon
2018-07-13,327,Dorset
2018-07-13,245,Cornwall
2018-07-13,2269,Trust
2018-07-14,321,Dorset
2018-07-14,245,Cornwall
2018-07-14,339,Wiltshire
2018-07-14,2340,Trust
2018-07-14,539,Devon
2018-07-14,528,BNSSG
2018-07-14,203,Somerset
2018-07-14,160,Gloucestershire
2018-07-15,547,Devon
2018-07-15,309,Wiltshire
2018-07-15,210,Somerset
2018-07-15,168,Gloucestershire
2018-07-15,332,Dorset
2018-07-15,269,Cornwall
2018-07-15,2352,Trust
2018-07-15,514,BNSSG
2018-07-16,554,Devon
2018-07-16,349,Dorset
2018-07-16,260,Cornwall
2018-07-16,2374,Trust
2018-07-16,301,Wiltshire
2018-07-16,556,BNSSG
2018-07-16,189,Somerset
2018-07-16,161,Gloucestershire
2018-07-17,477,BNSSG
2018-07-17,303,Dorset
2018-07-17,230,Cornwall
2018-07-17,2142,Trust
2018-07-17,508,Devon
2018-07-17,133,Gloucestershire
2018-07-17,195,Somerset
2018-07-17,290,Wiltshire
2018-07-18,143,Gloucestershire
2018-07-18,501,Devon
2018-07-18,2126,Trust
2018-07-18,466,BNSSG
2018-07-18,220,Cornwall
2018-07-18,305,Dorset
2018-07-18,306,Wiltshire
2018-07-18,180,Somerset
2018-07-19,2148,Trust
2018-07-19,187,Somerset
2018-07-19,492,BNSSG
2018-07-19,287,Wiltshire
2018-07-19,299,Dorset
2018-07-19,505,Devon
2018-07-19,135,Gloucestershire
2018-07-19,236,Cornwall
2018-07-20,336,Dorset
2018-07-20,502,BNSSG
2018-07-20,182,Somerset
2018-07-20,151,Gloucestershire
2018-07-20,2234,Trust
2018-07-20,502,Devon
2018-07-20,321,Wiltshire
2018-07-20,235,Cornwall
2018-07-21,146,Gloucestershire
2018-07-21,262,Cornwall
2018-07-21,2366,Trust
2018-07-21,350,Dorset
2018-07-21,292,Wiltshire
2018-07-21,549,BNSSG
2018-07-21,579,Devon
2018-07-21,186,Somerset
2018-07-22,2385,Trust
2018-07-22,559,Devon
2018-07-22,314,Dorset
2018-07-22,535,BNSSG
2018-07-22,193,Somerset
2018-07-22,166,Gloucestershire
2018-07-22,341,Wiltshire
2018-07-22,273,Cornwall
2018-07-23,498,BNSSG
2018-07-23,164,Gloucestershire
2018-07-23,2210,Trust
2018-07-23,319,Dorset
2018-07-23,496,Devon
2018-07-23,245,Cornwall
2018-07-23,306,Wiltshire
2018-07-23,182,Somerset
2018-07-24,231,Cornwall
2018-07-24,2108,Trust
2018-07-24,293,Wiltshire
2018-07-24,492,Devon
2018-07-24,309,Dorset
2018-07-24,132,Gloucestershire
2018-07-24,469,BNSSG
2018-07-24,180,Somerset
2018-07-25,128,Gloucestershire
2018-07-25,2158,Trust
2018-07-25,330,Dorset
2018-07-25,489,Devon
2018-07-25,293,Wiltshire
2018-07-25,167,Somerset
2018-07-25,492,BNSSG
2018-07-25,257,Cornwall
2018-07-26,2188,Trust
2018-07-26,485,BNSSG
2018-07-26,484,Devon
2018-07-26,147,Gloucestershire
2018-07-26,323,Wiltshire
2018-07-26,222,Cornwall
2018-07-26,200,Somerset
2018-07-26,327,Dorset
2018-07-27,455,Devon
2018-07-27,513,BNSSG
2018-07-27,2201,Trust
2018-07-27,319,Dorset
2018-07-27,183,Somerset
2018-07-27,313,Wiltshire
2018-07-27,159,Gloucestershire
2018-07-27,253,Cornwall
2018-07-28,312,Dorset
2018-07-28,241,Cornwall
2018-07-28,542,Devon
2018-07-28,211,Somerset
2018-07-28,342,Wiltshire
2018-07-28,508,BNSSG
2018-07-28,166,Gloucestershire
2018-07-28,2329,Trust
2018-07-29,2192,Trust
2018-07-29,252,Cornwall
2018-07-29,317,Wiltshire
2018-07-29,145,Gloucestershire
2018-07-29,309,Dorset
2018-07-29,193,Somerset
2018-07-29,504,Devon
2018-07-29,470,BNSSG
2018-07-30,127,Gloucestershire
2018-07-30,296,Dorset
2018-07-30,283,Wiltshire
2018-07-30,2091,Trust
2018-07-30,191,Somerset
2018-07-30,226,Cornwall
2018-07-30,523,Devon
2018-07-30,444,BNSSG
2018-07-31,127,Gloucestershire
2018-07-31,482,Devon
2018-07-31,477,BNSSG
2018-07-31,296,Dorset
2018-07-31,293,Wiltshire
2018-07-31,242,Cornwall
2018-07-31,2130,Trust
2018-07-31,208,Somerset
2018-08-01,510,Devon
2018-08-01,309,Dorset
2018-08-01,198,Somerset
2018-08-01,144,Gloucestershire
2018-08-01,310,Wiltshire
2018-08-01,2169,Trust
2018-08-01,454,BNSSG
2018-08-01,244,Cornwall
2018-08-02,314,Wiltshire
2018-08-02,154,Gloucestershire
2018-08-02,234,Cornwall
2018-08-02,323,Dorset
2018-08-02,473,BNSSG
2018-08-02,2208,Trust
2018-08-02,177,Somerset
2018-08-02,525,Devon
2018-08-03,292,Wiltshire
2018-08-03,146,Gloucestershire
2018-08-03,482,BNSSG
2018-08-03,238,Cornwall
2018-08-03,357,Dorset
2018-08-03,203,Somerset
2018-08-03,548,Devon
2018-08-03,2269,Trust
2018-08-04,195,Somerset
2018-08-04,516,BNSSG
2018-08-04,365,Dorset
2018-08-04,267,Cornwall
2018-08-04,548,Devon
2018-08-04,145,Gloucestershire
2018-08-04,2362,Trust
2018-08-04,322,Wiltshire
2018-08-05,2393,Trust
2018-08-05,563,BNSSG
2018-08-05,559,Devon
2018-08-05,135,Gloucestershire
2018-08-05,240,Cornwall
2018-08-05,345,Wiltshire
2018-08-05,339,Dorset
2018-08-05,212,Somerset
2018-08-06,333,Wiltshire
2018-08-06,526,Devon
2018-08-06,250,Cornwall
2018-08-06,203,Somerset
2018-08-06,145,Gloucestershire
2018-08-06,339,Dorset
2018-08-06,478,BNSSG
2018-08-06,2276,Trust
2018-08-07,2141,Trust
